Datum;Zeitstempel;TVL;TRL;TWE;TWA;THG;TBW;TBW_Soll;TFB1;TA;Mitteltemperatur;TRL_ext;TRL_soll;MK1_Soll;WMZ_Hz;WMZ_Bw;WMZ_Sw;Error_ID;Bivalence;Demand;HDin;NDin;MOTin;ASDin;EVUin;HUPout;ZUPout;BUPout;ZW2SSTout;MA1out;MZ1out;ZIPout;VD1out;VD2out;VENout;AVout;VBOout;ZW1out;SUPout;FP2out;MA2out;MZ2out;MA3out;MZ3out;FP3out;ZW3SSTout;SLPout;SWTin;TSS;TSK;TFB_2;TFB_3;TEE;MK2_Soll;MK3_Soll;AnalogIn;AnalogOut_1;AnalogOut_2;SW_Stand;SW_Revision;WP_Typ;DF;SpHz;SpWq;Pth;WMstart
2025-03-17 00:00:31;1742166031;36,6;23,9;12,2;13,1;34,7;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;12,7;-0,9;0;1,09767
2025-03-17 00:01:31;1742166091;36,4;23,8;12,2;13;34,6;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;12,6;-0,8;0;1,09767
2025-03-17 00:02:31;1742166151;36,3;23,8;12,2;12,9;34,5;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;12,5;-0,7;0;1,09767
2025-03-17 00:03:31;1742166211;36;23,8;12,2;12,8;34,3;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;12,2;-0,6;0;1,09767
2025-03-17 00:04:31;1742166271;35,8;23,7;12,2;12,8;34,3;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;12,1;-0,6;0;1,09767
2025-03-17 00:05:31;1742166331;35,7;23,8;12,2;12,7;34;44;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;11,9;-0,5;0;1,09767
2025-03-17 00:06:31;1742166391;35,5;23,8;12,2;12,7;33,9;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;11,7;-0,5;0;1,09767
2025-03-17 00:07:31;1742166451;35,2;23,9;12,2;12,6;33,8;44;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;11,3;-0,4;0;1,09767
2025-03-17 00:08:31;1742166511;34,9;23,8;12,2;12,6;33,7;44;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;11,1;-0,4;0;1,09767
2025-03-17 00:09:31;1742166571;34,5;23,7;12,2;12,6;33,6;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;10,8;-0,4;0;1,09767
2025-03-17 00:10:31;1742166631;34,1;23,7;12,1;12,5;33,4;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;10,4;-0,4;0;1,09767
2025-03-17 00:11:31;1742166691;33,8;23,7;12,1;12,5;33,3;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;10,1;-0,4;0;1,09767
2025-03-17 00:12:31;1742166751;33,4;23,6;12,1;12,4;33,2;43,9;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;9,8;-0,3;0;1,09767
2025-03-17 00:13:31;1742166811;33;23,6;12,1;12,4;33,1;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;9,4;-0,3;0;1,09767
2025-03-17 00:14:31;1742166871;32,7;23,5;12,1;12,4;33;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;9,2;-0,3;0;1,09767
2025-03-17 00:15:31;1742166931;32,3;23,5;12,1;12,4;32,9;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;8,8;-0,3;0;1,09767
2025-03-17 00:16:31;1742166991;31,9;23,5;12;12,3;32,8;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;8,4;-0,3;0;1,09767
2025-03-17 00:17:31;1742167051;31,5;23,4;12,1;12,3;32,5;44;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;8,1;-0,2;0;1,09767
2025-03-17 00:18:31;1742167111;31,1;23,3;12;12,2;32,4;43,9;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;7,8;-0,2;0;1,09767
2025-03-17 00:19:31;1742167171;30,7;23,3;12,1;12,2;32,3;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;7,4;-0,1;0;1,09767
2025-03-17 00:20:31;1742167231;30,4;23,3;12;12,2;32,2;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;7,1;-0,2;0;1,09767
2025-03-17 00:21:31;1742167291;30,1;23,2;12;12,2;32;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;6,9;-0,2;0;1,09767
2025-03-17 00:22:31;1742167351;29,7;23,2;12;12,2;31,9;43,9;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;6,5;-0,2;0;1,09767
2025-03-17 00:23:31;1742167411;29,4;23,1;12;12,2;31,8;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;6,3;-0,2;0;1,09767
2025-03-17 00:24:31;1742167471;29,1;23;12;12,2;31,7;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;6,1;-0,2;0;1,09767
2025-03-17 00:25:31;1742167531;28,8;23;12;12,1;31,5;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;5,8;-0,1;0;1,09767
2025-03-17 00:26:31;1742167591;28,5;22,9;12;12,1;31,4;43,9;48;75;2,9;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;5,6;-0,1;0;1,09767
2025-03-17 00:27:31;1742167651;28,2;22,8;12;12,1;31,2;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;5,4;-0,1;0;1,09767
2025-03-17 00:28:31;1742167711;27,9;22,8;12;12,1;31,1;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;5,1;-0,1;0;1,09767
2025-03-17 00:29:31;1742167771;27,6;22,7;11,9;12,1;31;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,9;-0,2;0;1,09767
2025-03-17 00:30:31;1742167831;27,5;22,7;11,9;12;30,9;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,8;-0,1;0;1,09767
2025-03-17 00:31:31;1742167891;27,4;22,8;11,9;12;30,8;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,6;-0,1;0;1,09767
2025-03-17 00:32:31;1742167951;27,3;22,8;11,9;12;30,6;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,5;-0,1;0;1,09767
2025-03-17 00:33:31;1742168011;27;22,7;11,9;12;30,5;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,3;-0,1;0;1,09767
2025-03-17 00:34:31;1742168071;26,8;22,7;11,9;12;30,4;43,7;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,1;-0,1;0;1,09767
2025-03-17 00:35:31;1742168131;26,7;22,6;11,9;12;30,3;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4,1;-0,1;0;1,09767
2025-03-17 00:36:31;1742168191;26,5;22,5;11,9;12;30,2;43,7;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;4;-0,1;0;1,09767
2025-03-17 00:37:31;1742168251;26,3;22,4;11,9;12;30,1;43,7;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;3,9;-0,1;0;1,09767
2025-03-17 00:38:31;1742168311;26,2;22,4;11,8;11,9;29,9;43,9;48;75;3;2,4;5;15;0;2.010,7;446,6;0;0;10;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;20;20;0,3;5;10;1.883;9.717;23;0;3,8;-0,1;0;1,09767
