Datum;Zeitstempel;TVL;TRL;TWE;TWA;THG;TBW;TBW_Soll;TFB1;TA;Mitteltemperatur;TRL_ext;TRL_soll;MK1_Soll;WMZ_Hz;WMZ_Bw;WMZ_Sw;Error_ID;Bivalence;Demand;HDin;NDin;MOTin;ASDin;EVUin;HUPout;ZUPout;BUPout;ZW2SSTout;MA1out;MZ1out;ZIPout;VD1out;VD2out;VENout;AVout;VBOout;ZW1out;SUPout;FP2out;MA2out;MZ2out;MA3out;MZ3out;FP3out;ZW3SSTout;SLPout;SWTin;TSS;TSK;TFB_2;TFB_3;TEE;MK2_Soll;MK3_Soll;AnalogIn;AnalogOut_1;AnalogOut_2;SW_Stand;SW_Revision;WP_Typ;DF;SpHz;SpWq;Pth;WMstart
2025-02-10 00:00:13;1739142013;37,1;29,3;12,8;9,5;65,8;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;7,8;3,3;9,47;2,39117
2025-02-10 00:01:13;1739142073;36,7;29;12,8;9,5;65,9;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,6;5;10;1.883;9.717;23;8;7,7;3,3;4,27;2,46233
2025-02-10 00:02:13;1739142133;36,9;29,1;12,8;9,5;66;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;7,8;3,3;0;2,46233
2025-02-10 00:03:13;1739142193;37,4;29,2;12,8;9,5;66,3;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;8,2;3,3;9,95;2,62817
2025-02-10 00:04:13;1739142253;37,6;29,4;12,9;9,5;66,6;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;8,2;3,4;8,25;2,76567
2025-02-10 00:05:13;1739142313;37,8;29,6;12,9;9,5;66,7;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;8,2;3,4;9,95;2,9315
2025-02-10 00:06:13;1739142373;38;29,7;12,8;9,6;66,9;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;8,3;3,2;0;2,9315
2025-02-10 00:07:13;1739142433;38;29,8;12,9;9,5;67,2;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;8,2;3,4;0;2,9315
2025-02-10 00:08:13;1739142493;38,2;29,9;12,9;9,5;67,3;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;8,3;3,4;8,35;3,07067
2025-02-10 00:09:13;1739142553;38;30;12,9;9,6;67,5;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;8;3,3;9,71;3,2325
2025-02-10 00:10:13;1739142613;37,5;29,6;12,9;9,5;67,5;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;7,9;3,4;0;3,2325
2025-02-10 00:11:13;1739142673;37,2;29,5;12,9;9,5;67,3;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;7,7;3,4;0;3,2325
2025-02-10 00:12:13;1739142733;37,2;29,5;12,9;9,5;67,3;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;1;5;10;1.883;9.717;23;21;7,7;3,4;11,22;3,4195
2025-02-10 00:13:13;1739142793;37,4;29,6;12,9;9,5;67,2;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;7,8;3,4;9,47;3,57733
2025-02-10 00:14:13;1739142853;37,5;29,7;12,9;9,5;67,2;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,8;5;10;1.883;9.717;23;14,5;7,8;3,4;7,84;3,708
2025-02-10 00:15:13;1739142913;38,1;30,1;12,9;9,5;67,5;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,8;5;10;1.883;9.717;23;14,5;8;3,4;8,05;3,84217
2025-02-10 00:16:13;1739142973;38;30,2;12,9;9,6;67,6;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,8;5;10;1.883;9.717;23;14,5;7,8;3,3;7,84;3,97283
2025-02-10 00:17:13;1739143033;37,5;29,8;12,9;9,6;67,6;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,3;5;10;1.883;9.717;23;0;7,7;3,3;0;3,97283
2025-02-10 00:18:13;1739143093;39;29,6;12,9;9,6;67,7;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,3;5;10;1.883;9.717;23;0;9,4;3,3;0;3,97283
2025-02-10 00:19:13;1739143153;37,6;29,7;12,9;9,6;67,6;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;7,9;3,3;7,95;4,10533
2025-02-10 00:20:13;1739143213;37,6;29,8;12,9;9,5;67,6;44,4;48;75;-1,3;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,9;20;0,8;5;10;1.883;9.717;23;14,5;7,8;3,4;7,84;4,236
2025-02-10 00:21:13;1739143273;37,9;29,9;12,9;9,5;67,6;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;8;3,4;8,05;4,37017
2025-02-10 00:22:13;1739143333;38;30;12,9;9,5;67,6;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;8;3,4;8,05;4,50433
2025-02-10 00:23:13;1739143393;38,1;30,1;12,9;9,6;67,7;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;10;1.883;9.717;23;14,5;8;3,3;8,05;4,6385
2025-02-10 00:24:13;1739143453;38,3;30,1;12,9;9,6;67,9;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;8,2;3,3;0;4,6385
2025-02-10 00:25:13;1739143513;38,4;30,2;12,9;9,6;68;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;10;1.883;9.717;23;0;8,2;3,3;0;4,6385
2025-02-10 00:26:13;1739143573;38,3;30,2;12,9;9,6;68;44,2;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;8,1;3,3;9,83;4,80233
2025-02-10 00:27:13;1739143633;38,3;30,2;12,9;9,6;68,1;44,4;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,9;5;10;1.883;9.717;23;17,5;8,1;3,3;9,83;4,96617
2025-02-10 00:28:13;1739143693;38,4;30,3;12,9;9,6;68,1;44,2;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;20;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,8;5;7;1.883;9.717;23;14,5;8,1;3,3;0;4,96617
2025-02-10 00:29:13;1739143753;30,2;30,2;12,9;11,7;58,4;44,2;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,7;5;7;1.883;9.717;23;11,5;0;1,2;0;4,96617
2025-02-10 00:30:13;1739143813;30,1;30,2;13,1;12,2;46;44,2;48;75;-1,2;0;5;28,2;0;2.000,1;444;0;0;10;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;7;1.883;9.717;23;0;-0,1;0,9;0;4,96617
2025-02-10 00:31:13;1739143873;29,9;29,9;13,2;12,4;39,9;44,2;48;75;-1,1;0;5;28,1;0;2.000,1;444;0;0;10;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;5;75;75;5;36,8;20;0,3;5;7;1.883;9.717;23;0;0;0,8;0;4,96617
